Time,Quadrant Number,Ball Colour,Type
6.0,4,Color_2,Entry
6.0,4,Color_1,Exit
6.0,3,Color_2,Exit
6.033333333333333,4,Color_1,Entry
6.033333333333333,3,Color_3,Entry
6.033333333333333,3,Color_1,Exit
6.033333333333333,4,Color_3,Exit
6.066666666666666,2,Color_1,Entry
6.066666666666666,4,Color_3,Entry
6.066666666666666,4,Color_1,Exit
6.066666666666666,3,Color_3,Exit
6.1,4,Color_1,Entry
6.1,2,Color_3,Entry
6.1,2,Color_1,Exit
6.1,4,Color_3,Exit
6.133333333333334,3,Color_2,Entry
6.133333333333334,3,Color_3,Entry
6.133333333333334,4,Color_4,Entry
6.133333333333334,4,Color_2,Exit
6.133333333333334,2,Color_3,Exit
6.133333333333334,3,Color_4,Exit
6.166666666666667,4,Color_3,Entry
6.166666666666667,3,Color_4,Entry
6.166666666666667,3,Color_3,Exit
6.166666666666667,4,Color_4,Exit
6.2,2,Color_1,Entry
6.2,4,Color_2,Entry
6.2,4,Color_1,Exit
6.2,3,Color_2,Exit
6.233333333333333,3,Color_1,Entry
6.233333333333333,2,Color_1,Exit
6.266666666666667,3,Color_2,Entry
6.266666666666667,4,Color_4,Entry
6.266666666666667,4,Color_2,Exit
6.266666666666667,3,Color_4,Exit
6.333333333333333,4,Color_1,Entry
6.333333333333333,4,Color_2,Entry
6.333333333333333,2,Color_3,Entry
6.333333333333333,3,Color_4,Entry
6.333333333333333,3,Color_1,Exit
6.333333333333333,3,Color_2,Exit
6.333333333333333,4,Color_3,Exit
6.333333333333333,4,Color_4,Exit
6.366666666666666,3,Color_2,Entry
6.366666666666666,4,Color_3,Entry
6.366666666666666,4,Color_2,Exit
6.366666666666666,2,Color_3,Exit
6.4,4,Color_2,Entry
6.4,4,Color_1,Exit
6.4,3,Color_2,Exit
6.466666666666667,3,Color_1,Entry
6.5,4,Color_1,Entry
6.5,3,Color_1,Exit
6.5,4,Color_2,Exit
6.533333333333333,3,Color_2,Entry
6.6,3,Color_1,Entry
6.6,4,Color_2,Entry
6.6,4,Color_1,Exit
6.6,3,Color_2,Exit
6.633333333333334,3,Color_2,Entry
6.633333333333334,1,Color_3,Entry
6.633333333333334,4,Color_4,Entry
6.633333333333334,4,Color_2,Exit
6.633333333333334,4,Color_3,Exit
6.633333333333334,3,Color_4,Exit
6.666666666666667,4,Color_1,Entry
6.666666666666667,1,Color_2,Entry
6.666666666666667,3,Color_3,Entry
6.666666666666667,3,Color_4,Entry
6.666666666666667,3,Color_1,Exit
6.666666666666667,3,Color_2,Exit
6.666666666666667,1,Color_3,Exit
6.666666666666667,4,Color_4,Exit
6.7,3,Color_1,Entry
6.7,4,Color_3,Entry
6.7,4,Color_1,Exit
6.7,3,Color_3,Exit
6.733333333333333,1,Color_1,Entry
6.733333333333333,2,Color_2,Entry
6.733333333333333,3,Color_1,Exit
6.733333333333333,1,Color_2,Exit
6.766666666666667,4,Color_2,Entry
6.766666666666667,3,Color_3,Entry
6.766666666666667,2,Color_2,Exit
6.766666666666667,4,Color_3,Exit
6.8,3,Color_2,Entry
6.8,4,Color_4,Entry
6.8,4,Color_2,Exit
6.8,3,Color_4,Exit
6.833333333333333,3,Color_1,Entry
6.833333333333333,4,Color_2,Entry
6.833333333333333,4,Color_3,Entry
6.833333333333333,3,Color_4,Entry
6.833333333333333,1,Color_1,Exit
6.833333333333333,3,Color_2,Exit
6.833333333333333,3,Color_3,Exit
6.833333333333333,4,Color_4,Exit
6.9,3,Color_3,Entry
6.9,4,Color_4,Entry
6.9,4,Color_3,Exit
6.9,3,Color_4,Exit
6.933333333333334,4,Color_1,Entry
6.933333333333334,3,Color_4,Entry
6.933333333333334,3,Color_1,Exit
6.933333333333334,3,Color_3,Exit
6.933333333333334,4,Color_4,Exit
6.966666666666667,2,Color_2,Entry
6.966666666666667,4,Color_3,Entry
6.966666666666667,4,Color_2,Exit
7.0,3,Color_1,Entry
7.0,4,Color_2,Entry
7.0,2,Color_3,Entry
7.0,4,Color_4,Entry
7.0,4,Color_1,Exit
7.0,2,Color_2,Exit
7.0,4,Color_3,Exit
7.0,3,Color_4,Exit
7.033333333333333,4,Color_1,Entry
7.033333333333333,3,Color_2,Entry
7.033333333333333,4,Color_3,Entry
7.033333333333333,3,Color_4,Entry
7.033333333333333,3,Color_1,Exit
7.033333333333333,4,Color_2,Exit
7.033333333333333,2,Color_3,Exit
7.033333333333333,4,Color_4,Exit
7.066666666666666,4,Color_2,Entry
7.066666666666666,3,Color_3,Entry
7.066666666666666,3,Color_2,Exit
7.066666666666666,4,Color_3,Exit
7.133333333333334,3,Color_2,Entry
7.133333333333334,4,Color_4,Entry
7.133333333333334,4,Color_2,Exit
7.133333333333334,3,Color_4,Exit
7.166666666666667,4,Color_3,Entry
7.166666666666667,3,Color_4,Entry
7.166666666666667,3,Color_3,Exit
7.166666666666667,4,Color_4,Exit
7.2,3,Color_1,Entry
7.2,4,Color_2,Entry
7.2,3,Color_3,Entry
7.2,4,Color_4,Entry
7.2,4,Color_1,Exit
7.2,3,Color_2,Exit
7.2,4,Color_3,Exit
7.2,3,Color_4,Exit
7.233333333333333,4,Color_1,Entry
7.233333333333333,4,Color_3,Entry
7.233333333333333,3,Color_4,Entry
7.233333333333333,3,Color_1,Exit
7.233333333333333,4,Color_2,Exit
7.233333333333333,3,Color_3,Exit
7.233333333333333,4,Color_4,Exit
7.266666666666667,2,Color_2,Entry
7.266666666666667,3,Color_3,Entry
7.266666666666667,4,Color_4,Entry
7.266666666666667,4,Color_3,Exit
7.266666666666667,3,Color_4,Exit
7.3,3,Color_2,Entry
7.3,4,Color_3,Entry
7.3,3,Color_4,Entry
7.3,2,Color_2,Exit
7.3,3,Color_3,Exit
7.3,4,Color_4,Exit
7.333333333333333,3,Color_1,Entry
7.333333333333333,4,Color_4,Entry
7.333333333333333,4,Color_1,Exit
7.333333333333333,3,Color_4,Exit
7.4,4,Color_2,Entry
7.4,3,Color_4,Entry
7.4,3,Color_2,Exit
7.4,4,Color_4,Exit
7.433333333333334,4,Color_1,Entry
7.433333333333334,3,Color_1,Exit
7.433333333333334,4,Color_2,Exit
7.466666666666667,2,Color_1,Entry
7.466666666666667,4,Color_2,Entry
7.466666666666667,4,Color_1,Exit
7.5,4,Color_1,Entry
7.5,3,Color_2,Entry
7.5,3,Color_3,Entry
7.5,4,Color_4,Entry
7.5,2,Color_1,Exit
7.5,4,Color_2,Exit
7.5,4,Color_3,Exit
7.5,3,Color_4,Exit
7.533333333333333,4,Color_3,Entry
7.533333333333333,3,Color_4,Entry
7.533333333333333,3,Color_3,Exit
7.533333333333333,4,Color_4,Exit
7.566666666666666,4,Color_2,Entry
7.566666666666666,3,Color_3,Entry
7.566666666666666,3,Color_2,Exit
7.566666666666666,4,Color_3,Exit
7.6,2,Color_2,Entry
7.6,4,Color_3,Entry
7.6,4,Color_2,Exit
7.6,3,Color_3,Exit
7.633333333333334,3,Color_2,Entry
7.633333333333334,2,Color_2,Exit
7.666666666666667,4,Color_2,Entry
7.666666666666667,4,Color_1,Exit
7.666666666666667,3,Color_2,Exit
7.7,4,Color_1,Entry
7.7,3,Color_2,Entry
7.7,4,Color_2,Exit
7.733333333333333,3,Color_1,Entry
7.733333333333333,4,Color_2,Entry
7.733333333333333,4,Color_1,Exit
7.733333333333333,3,Color_2,Exit
7.766666666666667,4,Color_1,Entry
7.766666666666667,3,Color_2,Entry
7.766666666666667,3,Color_3,Entry
7.766666666666667,4,Color_4,Entry
7.766666666666667,3,Color_1,Exit
7.766666666666667,4,Color_2,Exit
7.766666666666667,4,Color_3,Exit
7.766666666666667,3,Color_4,Exit
7.8,4,Color_2,Entry
7.8,4,Color_3,Entry
7.8,3,Color_4,Entry
7.8,4,Color_1,Exit
7.8,3,Color_2,Exit
7.8,3,Color_3,Exit
7.8,4,Color_4,Exit
7.833333333333333,4,Color_1,Entry
7.833333333333333,3,Color_2,Entry
7.833333333333333,2,Color_3,Entry
7.833333333333333,4,Color_4,Entry
7.833333333333333,4,Color_2,Exit
7.833333333333333,4,Color_3,Exit
7.833333333333333,3,Color_4,Exit
7.866666666666666,4,Color_2,Entry
7.866666666666666,3,Color_4,Entry
7.866666666666666,3,Color_2,Exit
7.866666666666666,4,Color_4,Exit
7.9,3,Color_1,Entry
7.9,4,Color_3,Entry
7.9,4,Color_1,Exit
7.9,2,Color_3,Exit
7.933333333333334,4,Color_1,Entry
7.933333333333334,3,Color_2,Entry
7.933333333333334,3,Color_1,Exit
7.933333333333334,4,Color_2,Exit
7.966666666666667,4,Color_2,Entry
7.966666666666667,3,Color_3,Entry
7.966666666666667,3,Color_2,Exit
7.966666666666667,4,Color_3,Exit
8.0,2,Color_4,Entry
8.0,3,Color_4,Exit
8.033333333333333,3,Color_2,Entry
8.033333333333333,4,Color_3,Entry
8.033333333333333,3,Color_4,Entry
8.033333333333333,4,Color_2,Exit
8.033333333333333,3,Color_3,Exit
8.033333333333333,2,Color_4,Exit
8.066666666666666,4,Color_2,Entry
8.066666666666666,2,Color_3,Entry
8.066666666666666,3,Color_2,Exit
8.066666666666666,4,Color_3,Exit
8.1,3,Color_3,Entry
8.1,2,Color_3,Exit
8.166666666666666,3,Color_1,Entry
8.166666666666666,4,Color_3,Entry
8.166666666666666,4,Color_1,Exit
8.166666666666666,3,Color_3,Exit
8.2,4,Color_1,Entry
8.2,3,Color_1,Exit
8.2,4,Color_2,Exit
8.233333333333333,3,Color_2,Entry
8.266666666666667,3,Color_1,Entry
8.266666666666667,4,Color_2,Entry
8.266666666666667,2,Color_3,Entry
8.266666666666667,4,Color_4,Entry
8.266666666666667,4,Color_1,Exit
8.266666666666667,3,Color_2,Exit
8.266666666666667,4,Color_3,Exit
8.266666666666667,3,Color_4,Exit
8.3,4,Color_3,Entry
8.3,3,Color_4,Entry
8.3,2,Color_3,Exit
8.3,4,Color_4,Exit
8.333333333333334,2,Color_2,Entry
8.333333333333334,4,Color_4,Entry
8.333333333333334,4,Color_2,Exit
8.333333333333334,3,Color_4,Exit
8.366666666666667,4,Color_1,Entry
8.366666666666667,3,Color_3,Entry
8.366666666666667,3,Color_1,Exit
8.366666666666667,4,Color_3,Exit
8.4,4,Color_3,Entry
8.4,3,Color_4,Entry
8.4,3,Color_3,Exit
8.4,4,Color_4,Exit
8.433333333333334,3,Color_2,Entry
8.433333333333334,2,Color_2,Exit
8.5,4,Color_2,Entry
8.5,3,Color_3,Entry
8.5,3,Color_2,Exit
8.5,4,Color_3,Exit
8.533333333333333,3,Color_2,Entry
8.533333333333333,4,Color_4,Entry
8.533333333333333,4,Color_2,Exit
8.533333333333333,3,Color_3,Exit
8.533333333333333,3,Color_4,Exit
8.566666666666666,3,Color_1,Entry
8.566666666666666,4,Color_2,Entry
8.566666666666666,4,Color_3,Entry
8.566666666666666,3,Color_4,Entry
8.566666666666666,4,Color_1,Exit
8.566666666666666,3,Color_2,Exit
8.566666666666666,4,Color_4,Exit
8.6,4,Color_1,Entry
8.6,3,Color_3,Entry
8.6,3,Color_1,Exit
8.6,4,Color_3,Exit
8.633333333333333,3,Color_1,Entry
8.633333333333333,4,Color_3,Entry
8.633333333333333,4,Color_1,Exit
8.633333333333333,3,Color_3,Exit
8.666666666666666,4,Color_1,Entry
8.666666666666666,3,Color_2,Entry
8.666666666666666,3,Color_3,Entry
8.666666666666666,4,Color_4,Entry
8.666666666666666,3,Color_1,Exit
8.666666666666666,4,Color_2,Exit
8.666666666666666,4,Color_3,Exit
8.666666666666666,3,Color_4,Exit
8.733333333333333,2,Color_2,Entry
8.733333333333333,4,Color_3,Entry
8.733333333333333,3,Color_4,Entry
8.733333333333333,3,Color_2,Exit
8.733333333333333,3,Color_3,Exit
8.733333333333333,4,Color_4,Exit
8.766666666666667,3,Color_1,Entry
8.766666666666667,3,Color_2,Entry
8.766666666666667,4,Color_4,Entry
8.766666666666667,4,Color_1,Exit
8.766666666666667,2,Color_2,Exit
8.766666666666667,3,Color_4,Exit
8.8,2,Color_1,Entry
8.8,4,Color_2,Entry
8.8,3,Color_4,Entry
8.8,3,Color_1,Exit
8.8,3,Color_2,Exit
8.8,4,Color_4,Exit
8.833333333333334,3,Color_1,Entry
8.833333333333334,3,Color_3,Entry
8.833333333333334,4,Color_4,Entry
8.833333333333334,2,Color_1,Exit
8.833333333333334,4,Color_3,Exit
8.833333333333334,3,Color_4,Exit
8.866666666666667,4,Color_1,Entry
8.866666666666667,3,Color_4,Entry
8.866666666666667,3,Color_1,Exit
8.866666666666667,3,Color_3,Exit
8.866666666666667,4,Color_4,Exit
8.9,4,Color_3,Entry
8.9,4,Color_1,Exit
8.933333333333334,4,Color_1,Entry
8.933333333333334,4,Color_2,Exit
8.966666666666667,2,Color_2,Entry
9.0,3,Color_2,Entry
9.0,2,Color_2,Exit
9.033333333333333,3,Color_1,Entry
9.033333333333333,4,Color_2,Entry
9.033333333333333,3,Color_3,Entry
9.033333333333333,4,Color_4,Entry
9.033333333333333,4,Color_1,Exit
9.033333333333333,3,Color_2,Exit
9.033333333333333,4,Color_3,Exit
9.033333333333333,3,Color_4,Exit
9.066666666666666,4,Color_3,Entry
9.066666666666666,3,Color_4,Entry
9.066666666666666,3,Color_3,Exit
9.066666666666666,4,Color_4,Exit
9.1,4,Color_1,Entry
9.1,3,Color_2,Entry
9.1,3,Color_3,Entry
9.1,4,Color_4,Entry
9.1,3,Color_1,Exit
9.1,4,Color_2,Exit
9.1,4,Color_3,Exit
9.1,3,Color_4,Exit
9.133333333333333,3,Color_1,Entry
9.133333333333333,4,Color_2,Entry
9.133333333333333,2,Color_3,Entry
9.133333333333333,4,Color_1,Exit
9.133333333333333,3,Color_2,Exit
9.133333333333333,3,Color_3,Exit
9.166666666666666,3,Color_4,Entry
9.166666666666666,2,Color_3,Exit
9.166666666666666,4,Color_4,Exit
9.2,2,Color_1,Entry
9.2,1,Color_2,Entry
9.2,4,Color_3,Entry
9.2,4,Color_4,Entry
9.2,3,Color_1,Exit
9.2,4,Color_2,Exit
9.2,3,Color_4,Exit
9.233333333333333,1,Color_1,Entry
9.233333333333333,2,Color_2,Entry
9.233333333333333,2,Color_1,Exit
9.233333333333333,1,Color_2,Exit
9.266666666666667,4,Color_1,Entry
9.266666666666667,3,Color_2,Entry
9.266666666666667,1,Color_3,Entry
9.266666666666667,3,Color_4,Entry
9.266666666666667,1,Color_1,Exit
9.266666666666667,2,Color_2,Exit
9.266666666666667,4,Color_3,Exit
9.266666666666667,4,Color_4,Exit
9.3,2,Color_1,Entry
9.3,4,Color_2,Entry
9.3,4,Color_3,Entry
9.3,1,Color_4,Entry
9.3,4,Color_1,Exit
9.3,3,Color_2,Exit
9.3,1,Color_3,Exit
9.3,3,Color_4,Exit
9.333333333333334,1,Color_3,Entry
9.333333333333334,4,Color_4,Entry
9.333333333333334,4,Color_3,Exit
9.333333333333334,1,Color_4,Exit
9.366666666666667,4,Color_1,Entry
9.366666666666667,1,Color_2,Entry
9.366666666666667,2,Color_3,Entry
9.366666666666667,1,Color_4,Entry
9.366666666666667,2,Color_1,Exit
9.366666666666667,4,Color_2,Exit
9.366666666666667,1,Color_3,Exit
9.366666666666667,4,Color_4,Exit
9.4,2,Color_1,Entry
9.4,4,Color_2,Entry
9.4,1,Color_3,Entry
9.4,4,Color_1,Exit
9.4,1,Color_2,Exit
9.4,2,Color_3,Exit
9.4,1,Color_4,Exit
9.433333333333334,4,Color_1,Entry
9.433333333333334,3,Color_2,Entry
9.433333333333334,2,Color_3,Entry
9.433333333333334,1,Color_4,Entry
9.433333333333334,2,Color_1,Exit
9.433333333333334,4,Color_2,Exit
9.433333333333334,1,Color_3,Exit
9.466666666666667,1,Color_1,Entry
9.466666666666667,4,Color_2,Entry
9.466666666666667,3,Color_3,Entry
9.466666666666667,2,Color_4,Entry
9.466666666666667,4,Color_1,Exit
9.466666666666667,3,Color_2,Exit
9.466666666666667,2,Color_3,Exit
9.466666666666667,1,Color_4,Exit
9.5,4,Color_1,Entry
9.5,3,Color_2,Entry
9.5,2,Color_3,Entry
9.5,1,Color_4,Entry
9.5,1,Color_1,Exit
9.5,4,Color_2,Exit
9.5,3,Color_3,Exit
9.5,2,Color_4,Exit
9.533333333333333,2,Color_1,Entry
9.533333333333333,4,Color_3,Entry
9.533333333333333,4,Color_1,Exit
9.533333333333333,2,Color_3,Exit
9.566666666666666,4,Color_1,Entry
9.566666666666666,4,Color_2,Entry
9.566666666666666,2,Color_3,Entry
9.566666666666666,2,Color_1,Exit
9.566666666666666,3,Color_2,Exit
9.566666666666666,4,Color_3,Exit
9.6,1,Color_2,Entry
9.6,4,Color_4,Entry
9.6,4,Color_2,Exit
9.6,1,Color_4,Exit
9.633333333333333,2,Color_1,Entry
9.633333333333333,4,Color_2,Entry
9.633333333333333,4,Color_3,Entry
9.633333333333333,1,Color_4,Entry
9.633333333333333,4,Color_1,Exit
9.633333333333333,1,Color_2,Exit
9.633333333333333,2,Color_3,Exit
9.633333333333333,4,Color_4,Exit
9.666666666666666,4,Color_1,Entry
9.666666666666666,2,Color_3,Entry
9.666666666666666,2,Color_1,Exit
9.666666666666666,4,Color_3,Exit
9.7,1,Color_2,Entry
9.7,4,Color_4,Entry
9.7,4,Color_2,Exit
9.7,1,Color_4,Exit
9.733333333333333,4,Color_2,Entry
9.733333333333333,1,Color_4,Entry
9.733333333333333,1,Color_2,Exit
9.733333333333333,4,Color_4,Exit
9.766666666666667,2,Color_1,Entry
9.766666666666667,1,Color_2,Entry
9.766666666666667,4,Color_3,Entry
9.766666666666667,4,Color_4,Entry
9.766666666666667,4,Color_1,Exit
9.766666666666667,4,Color_2,Exit
9.766666666666667,2,Color_3,Exit
9.766666666666667,1,Color_4,Exit
9.8,4,Color_2,Entry
9.8,1,Color_4,Entry
9.8,1,Color_2,Exit
9.8,4,Color_4,Exit
9.833333333333334,1,Color_3,Entry
9.833333333333334,4,Color_4,Entry
9.833333333333334,4,Color_3,Exit
9.833333333333334,1,Color_4,Exit
9.866666666666667,4,Color_1,Entry
9.866666666666667,2,Color_2,Entry
9.866666666666667,2,Color_1,Exit
9.866666666666667,4,Color_2,Exit
9.9,1,Color_2,Entry
9.9,2,Color_3,Entry
9.9,2,Color_2,Exit
9.9,1,Color_3,Exit
9.933333333333334,4,Color_2,Entry
9.933333333333334,1,Color_4,Entry
9.933333333333334,1,Color_2,Exit
9.933333333333334,4,Color_4,Exit
9.966666666666667,2,Color_1,Entry
9.966666666666667,3,Color_3,Entry
9.966666666666667,4,Color_1,Exit
9.966666666666667,2,Color_3,Exit
10.0,1,Color_1,Entry
10.0,2,Color_3,Entry
10.0,3,Color_4,Entry
10.0,2,Color_1,Exit
10.0,3,Color_3,Exit
10.0,1,Color_4,Exit
10.033333333333333,4,Color_1,Entry
10.033333333333333,1,Color_4,Entry
10.033333333333333,1,Color_1,Exit
10.033333333333333,3,Color_4,Exit
10.066666666666666,1,Color_2,Entry
10.066666666666666,4,Color_4,Entry
10.066666666666666,4,Color_2,Exit
10.066666666666666,1,Color_4,Exit
10.1,2,Color_1,Entry
10.1,4,Color_2,Entry
10.1,4,Color_3,Entry
10.1,4,Color_1,Exit
10.1,1,Color_2,Exit
10.1,2,Color_3,Exit
10.166666666666666,4,Color_1,Entry
10.166666666666666,2,Color_3,Entry
10.166666666666666,2,Color_1,Exit
10.166666666666666,4,Color_3,Exit
10.2,2,Color_1,Entry
10.2,1,Color_2,Entry
10.2,4,Color_3,Entry
10.2,4,Color_1,Exit
10.2,4,Color_2,Exit
10.2,2,Color_3,Exit
10.233333333333333,4,Color_1,Entry
10.233333333333333,3,Color_2,Entry
10.233333333333333,1,Color_3,Entry
10.233333333333333,3,Color_4,Entry
10.233333333333333,2,Color_1,Exit
10.233333333333333,1,Color_2,Exit
10.233333333333333,4,Color_3,Exit
10.233333333333333,4,Color_4,Exit
10.3,3,Color_1,Entry
10.3,4,Color_2,Entry
10.3,4,Color_1,Exit
10.3,3,Color_2,Exit
10.333333333333334,4,Color_3,Entry
10.333333333333334,1,Color_3,Exit
10.366666666666667,3,Color_2,Entry
10.366666666666667,4,Color_4,Entry
10.366666666666667,4,Color_2,Exit
10.366666666666667,3,Color_4,Exit
10.4,4,Color_2,Entry
10.4,3,Color_4,Entry
10.4,3,Color_2,Exit
10.4,4,Color_4,Exit
10.433333333333334,4,Color_1,Entry
10.433333333333334,3,Color_2,Entry
10.433333333333334,3,Color_1,Exit
10.433333333333334,4,Color_2,Exit
10.5,3,Color_1,Entry
10.5,4,Color_2,Entry
10.5,4,Color_1,Exit
10.5,3,Color_2,Exit
10.533333333333333,3,Color_3,Entry
10.533333333333333,4,Color_4,Entry
10.533333333333333,4,Color_3,Exit
10.533333333333333,3,Color_4,Exit
10.566666666666666,4,Color_3,Entry
10.566666666666666,3,Color_4,Entry
10.566666666666666,3,Color_3,Exit
10.566666666666666,4,Color_4,Exit
10.633333333333333,4,Color_1,Entry
10.633333333333333,3,Color_2,Entry
10.633333333333333,3,Color_3,Entry
10.633333333333333,4,Color_4,Entry
10.633333333333333,3,Color_1,Exit
10.633333333333333,4,Color_2,Exit
10.633333333333333,4,Color_3,Exit
10.633333333333333,3,Color_4,Exit
10.666666666666666,4,Color_3,Entry
10.666666666666666,3,Color_4,Entry
10.666666666666666,3,Color_3,Exit
10.666666666666666,4,Color_4,Exit
10.7,3,Color_3,Entry
10.7,4,Color_4,Entry
10.7,4,Color_3,Exit
10.7,3,Color_4,Exit
10.733333333333333,4,Color_3,Entry
10.733333333333333,3,Color_4,Entry
10.733333333333333,3,Color_3,Exit
10.733333333333333,4,Color_4,Exit
10.766666666666667,3,Color_1,Entry
10.766666666666667,4,Color_4,Entry
10.766666666666667,4,Color_1,Exit
10.766666666666667,3,Color_4,Exit
10.8,4,Color_2,Entry
10.8,3,Color_3,Entry
10.8,3,Color_2,Exit
10.8,4,Color_3,Exit
10.833333333333334,4,Color_3,Entry
10.833333333333334,3,Color_4,Entry
10.833333333333334,3,Color_3,Exit
10.833333333333334,4,Color_4,Exit
10.866666666666667,4,Color_1,Entry
10.866666666666667,3,Color_2,Entry
10.866666666666667,3,Color_1,Exit
10.866666666666667,4,Color_2,Exit
10.933333333333334,3,Color_1,Entry
10.933333333333334,4,Color_4,Entry
10.933333333333334,4,Color_1,Exit
10.933333333333334,3,Color_4,Exit
10.966666666666667,4,Color_1,Entry
10.966666666666667,3,Color_4,Entry
10.966666666666667,3,Color_1,Exit
10.966666666666667,4,Color_4,Exit
11.0,3,Color_3,Entry
11.0,4,Color_4,Entry
11.0,4,Color_3,Exit
11.0,3,Color_4,Exit
11.033333333333333,3,Color_1,Entry
11.033333333333333,4,Color_2,Entry
11.033333333333333,4,Color_3,Entry
11.033333333333333,3,Color_4,Entry
11.033333333333333,4,Color_1,Exit
11.033333333333333,3,Color_2,Exit
11.033333333333333,3,Color_3,Exit
11.033333333333333,4,Color_4,Exit
11.1,3,Color_3,Entry
11.1,4,Color_4,Entry
11.1,4,Color_3,Exit
11.1,3,Color_4,Exit
11.133333333333333,4,Color_1,Entry
11.133333333333333,3,Color_2,Entry
11.133333333333333,4,Color_3,Entry
11.133333333333333,3,Color_4,Entry
11.133333333333333,3,Color_1,Exit
11.133333333333333,4,Color_2,Exit
11.133333333333333,3,Color_3,Exit
11.133333333333333,4,Color_4,Exit
11.166666666666666,3,Color_1,Entry
11.166666666666666,4,Color_2,Entry
11.166666666666666,4,Color_1,Exit
11.166666666666666,3,Color_2,Exit
11.2,4,Color_1,Entry
11.2,3,Color_3,Entry
11.2,3,Color_1,Exit
11.2,4,Color_3,Exit
11.233333333333333,3,Color_1,Entry
11.233333333333333,4,Color_3,Entry
11.233333333333333,4,Color_1,Exit
11.233333333333333,3,Color_3,Exit
11.333333333333334,4,Color_1,Entry
11.333333333333334,3,Color_3,Entry
11.333333333333334,3,Color_1,Exit
11.333333333333334,4,Color_3,Exit
11.366666666666667,3,Color_1,Entry
11.366666666666667,4,Color_3,Entry
11.366666666666667,4,Color_1,Exit
11.366666666666667,3,Color_3,Exit
11.4,4,Color_1,Entry
11.4,3,Color_2,Entry
11.4,3,Color_1,Exit
11.4,4,Color_2,Exit
11.433333333333334,4,Color_2,Entry
11.433333333333334,3,Color_3,Entry
11.433333333333334,3,Color_2,Exit
11.433333333333334,4,Color_3,Exit
11.466666666666667,3,Color_1,Entry
11.466666666666667,4,Color_3,Entry
11.466666666666667,4,Color_1,Exit
11.466666666666667,3,Color_3,Exit
11.533333333333333,3,Color_2,Entry
11.533333333333333,4,Color_4,Entry
11.533333333333333,4,Color_2,Exit
11.533333333333333,3,Color_4,Exit
11.566666666666666,4,Color_1,Entry
11.566666666666666,3,Color_4,Entry
11.566666666666666,3,Color_1,Exit
11.566666666666666,4,Color_4,Exit
11.6,3,Color_1,Entry
11.6,4,Color_2,Entry
11.6,4,Color_1,Exit
11.6,3,Color_2,Exit
11.633333333333333,4,Color_1,Entry
11.633333333333333,3,Color_2,Entry
11.633333333333333,3,Color_1,Exit
11.633333333333333,4,Color_2,Exit
11.666666666666666,4,Color_2,Entry
11.666666666666666,3,Color_3,Entry
11.666666666666666,3,Color_2,Exit
11.666666666666666,4,Color_3,Exit
11.7,3,Color_2,Entry
11.7,4,Color_3,Entry
11.7,4,Color_2,Exit
11.7,3,Color_3,Exit
11.733333333333333,3,Color_1,Entry
11.733333333333333,4,Color_4,Entry
11.733333333333333,4,Color_1,Exit
11.733333333333333,3,Color_4,Exit
11.766666666666667,4,Color_1,Entry
11.766666666666667,3,Color_4,Entry
11.766666666666667,3,Color_1,Exit
11.766666666666667,4,Color_4,Exit
11.8,3,Color_1,Entry
11.8,4,Color_2,Entry
11.8,4,Color_1,Exit
11.8,3,Color_2,Exit
11.833333333333334,4,Color_1,Entry
11.833333333333334,3,Color_3,Entry
11.833333333333334,3,Color_1,Exit
11.833333333333334,4,Color_3,Exit
11.866666666666667,3,Color_2,Entry
11.866666666666667,4,Color_3,Entry
11.866666666666667,4,Color_2,Exit
11.866666666666667,3,Color_3,Exit
11.9,3,Color_1,Entry
11.9,4,Color_2,Entry
11.9,4,Color_1,Exit
11.9,3,Color_2,Exit
11.933333333333334,4,Color_1,Entry
11.933333333333334,3,Color_2,Entry
11.933333333333334,3,Color_1,Exit
11.933333333333334,4,Color_2,Exit
11.966666666666667,3,Color_1,Entry
11.966666666666667,4,Color_2,Entry
11.966666666666667,3,Color_3,Entry
11.966666666666667,4,Color_4,Entry
11.966666666666667,4,Color_1,Exit
11.966666666666667,3,Color_2,Exit
11.966666666666667,4,Color_3,Exit
11.966666666666667,3,Color_4,Exit
12.0,3,Color_2,Entry
12.0,4,Color_3,Entry
12.0,4,Color_2,Exit
12.0,3,Color_3,Exit
12.033333333333333,4,Color_2,Entry
12.033333333333333,3,Color_4,Entry
12.033333333333333,3,Color_2,Exit
12.033333333333333,4,Color_4,Exit
12.066666666666666,4,Color_1,Entry
12.066666666666666,3,Color_3,Entry
12.066666666666666,3,Color_1,Exit
12.066666666666666,4,Color_3,Exit
12.1,3,Color_2,Entry
12.1,4,Color_2,Exit
12.133333333333333,3,Color_1,Entry
12.133333333333333,4,Color_3,Entry
12.133333333333333,1,Color_4,Entry
12.133333333333333,4,Color_1,Exit
12.133333333333333,3,Color_3,Exit
12.133333333333333,3,Color_4,Exit
12.166666666666666,4,Color_1,Entry
12.166666666666666,3,Color_3,Entry
12.166666666666666,3,Color_1,Exit
12.166666666666666,4,Color_3,Exit
12.2,1,Color_1,Entry
12.2,4,Color_3,Entry
12.2,2,Color_4,Entry
12.2,4,Color_1,Exit
12.2,3,Color_3,Exit
12.2,1,Color_4,Exit
12.233333333333333,4,Color_2,Entry
12.233333333333333,2,Color_3,Entry
12.233333333333333,4,Color_4,Entry
12.233333333333333,3,Color_2,Exit
